Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Raman wavelength,Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),CNT Diameter (nm),Plottable CNT Diameter (nm),Host Conductivity (MSm-1),Bulk Fiber Diameter (microns),Thermal Conductivity (W/(m K)),Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log Host Conductivity ,Log Thermal Conductivity ,Probe separation for Electrical conductivity (microns),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Diameter Regime
0.027743293824079803,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5,5,,10,30.5,-1.556841978565496,,,,,,0.6989700043360189,1.0,1.4842998393467859,,1.4842998393467859,,,,5,0.6989700043360189,,sub-micron
0.0638796574604434,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5,5,0.027743293824079803,Not Reported/ Can not calculate,47.3,-1.1946374213287663,,,,,,0.6989700043360189,,1.6748611407378116,-1.556841978565496,1.6748611407378116,,,,5,0.6989700043360189,,sub-micron
0.137007874015748,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.8632544726733573,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.0138124999999999,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.8597277089708173,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.010499999999999999,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.978810700930062,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.3,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,240,,Not Reported/ Can not calculate,25--35,30,Not Reported/ Can not calculate,25,Not Reported/ Can not calculate,-0.5228787452803376,,,2.380211241711606,,,1.4771212547196624,1.3979400086720377,,,,Not Reported/ Can not calculate,25000,4.3979400086720375,25000,4.3979400086720375,,large
30,8.9,3.3707865168539324,Not Reported/ Can not calculate,190,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,15,Not Reported/ Can not calculate,1.4771212547196624,0.9493900066449128,0.5277312480747496,2.278753600952829,,,,1.1760912590556813,,,,Not Reported/ Can not calculate,15000,4.176091259055681,15000,4.176091259055681,,large
20,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,773,,Not Reported/ Can not calculate,25--35,30,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.3010299956639813,,,2.888179493918325,,,1.4771212547196624,,,,,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
8.9,3.4,2.6176470588235294,Not Reported/ Can not calculate,356,0.10470588235294118,,4--7,5.5,0.052,19,Not Reported/ Can not calculate,0.9493900066449128,0.5314789170422551,0.41791108960265766,2.5514499979728753,-0.98002891906938,,0.7403626894942439,1.2787536009528289,,-1.2839966563652008,,Not Reported/ Can not calculate,19000,4.278753600952829,19000,4.278753600952829,,large
12.6,3.6,3.4999999999999996,Not Reported/ Can not calculate,380,0.10555555555555556,,4--7,5.5,0.052,19,Not Reported/ Can not calculate,1.100370545117563,0.5563025007672873,0.5440680443502756,2.57978359661681,-0.9765189041504772,,0.7403626894942439,1.2787536009528289,,-1.2839966563652008,,Not Reported/ Can not calculate,19000,4.278753600952829,19000,4.278753600952829,,large
20.3,3.8,5.342105263157895,Not Reported/ Can not calculate,830,0.218421052631579,,4--7,5.5,0.052,19,Not Reported/ Can not calculate,1.307496037913213,0.5797835966168101,0.7277124412964028,2.9190780923760737,-0.6607055042407362,,0.7403626894942439,1.2787536009528289,,-1.2839966563652008,,Not Reported/ Can not calculate,19000,4.278753600952829,19000,4.278753600952829,,large
55,8.9,6.179775280898877,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4--7,5.5,Not Reported/ Can not calculate,20,Not Reported/ Can not calculate,1.7403626894942439,0.9493900066449128,0.7909726828493311,,,,0.7403626894942439,1.3010299956639813,,,,Not Reported/ Can not calculate,20000,4.301029995663981,20000,4.301029995663981,,large
0.052,1.01,0.05148514851485148,Not Reported/ Can not calculate,1210,Not Reported/ Can not calculate,40.2,4--7,5.5,Not Reported/ Can not calculate,15,Not Reported/ Can not calculate,-1.2839966563652008,0.004321373782642578,-1.2883180301478434,3.0827853703164503,,1.60422605308447,0.7403626894942439,1.1760912590556813,,,,Not Reported/ Can not calculate,15000,4.176091259055681,15000,4.176091259055681,,large
Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.8,1.8,,Not Reported/ Can not calculate,5835.1905934577,,,,,,,0.25527250510330607,,3.766055045871559,,3.766055045871559,,,,1.8,0.25527250510330607,,sub-micron
Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.8,1.8,,Not Reported/ Can not calculate,2050.81556771406,,,,,,,0.25527250510330607,,3.311926605504587,,3.311926605504587,,,,1.8,0.25527250510330607,,sub-micron
Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.8,1.8,,Not Reported/ Can not calculate,662.370401474852,,,,,,,0.25527250510330607,,2.8211009174311927,,2.8211009174311927,,,,1.8,0.25527250510330607,,sub-micron
Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.8,1.8,,Not Reported/ Can not calculate,230.348464237022,,,,,,,0.25527250510330607,,2.362385321100918,,2.362385321100918,,,,1.8,0.25527250510330607,,sub-micron
0.033,Not Reported/ Can not calculate,Not Reported/ Can not calculate,200,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2,2,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.4814860601221125,,,,,,0.3010299956639812,,,,,,,,2,0.3010299956639812,,sub-micron
0.107,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2,2,0.033,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.9706162223147904,,,,,,0.3010299956639812,,,-1.4814860601221125,,,,,2,0.3010299956639812,,sub-micron
0.23399999999999999,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2,2,0.033,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.6307841425898572,,,,,,0.3010299956639812,,,-1.4814860601221125,,,,,2,0.3010299956639812,,sub-micron
0.0404,0.39,0.10358974358974357,Not Reported/ Can not calculate,40,0.10256410256410256,3.4,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.393618634889395,-0.4089353929735008,-0.9846832419158943,1.6020599913279623,-0.9890046156985368,0.5314789170422551,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.08196721311475398,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,107.675906183368,Not Reported/ Can not calculate,-1.0863598306747488,,,,,,,2.0321185354035745,,,,,107675.906183368,5.0321185354035745,107675.906183368,5.0321185354035745,,large
0.21229508196721297,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,138.379530916844,Not Reported/ Can not calculate,-0.6730600665934967,,,,,,,2.141071854085285,,,,,138379.530916844,5.141071854085284,138379.530916844,5.141071854085284,,large
0.251639344262295,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,156.289978678038,Not Reported/ Can not calculate,-0.5992214551975619,,,,,,,2.1939311319260435,,,,,156289.97867803802,5.1939311319260435,156289.97867803802,5.1939311319260435,,large
0.295081967213114,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,195.94882729211,Not Reported/ Can not calculate,-0.530057329907462,,,,,,,2.2921426686710262,,,,,195948.82729210999,5.292142668671026,195948.82729210999,5.292142668671026,,large
0.27868852459016297,Not Reported/ Can not calculate,Not Reported/ Can not calculate,633,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,243.923240938166,Not Reported/ Can not calculate,-0.5548809136324946,,,,,,,2.387253181741922,,,,,243923.240938166,5.387253181741921,243923.240938166,5.387253181741921,,large
0.0338912133891213,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,96.1620469083155,Not Reported/ Can not calculate,-1.4699128820694884,,,,,,,1.983003699162877,,,,,96162.0469083155,4.983003699162877,96162.0469083155,4.983003699162877,,large
0.0841004184100418,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,118.336886993603,Not Reported/ Can not calculate,-1.075201843527649,,,,,,,2.0731201404075916,,,,,118336.886993603,5.073120140407592,118336.886993603,5.073120140407592,,large
0.11464435146443498,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,134.541577825159,Not Reported/ Can not calculate,-0.9406473381277504,,,,,,,2.1288565165290483,,,,,134541.577825159,5.128856516529048,134541.577825159,5.128856516529048,,large
0.13472803347280302,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,158.422174840085,Not Reported/ Can not calculate,-0.8705420292523078,,,,,,,2.199815971045491,,,,,158422.174840085,5.199815971045491,158422.174840085,5.199815971045491,,large
0.128451882845188,Not Reported/ Can not calculate,Not Reported/ Can not calculate,633,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,208.315565031982,Not Reported/ Can not calculate,-0.8912595254709522,,,,,,,2.318721721003688,,,,,208315.565031982,5.318721721003688,208315.565031982,5.318721721003688,,large
0.0243437409055003,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,76.5853658536585,-1.613612682893987,,,,,,,,1.8841457913534791,,1.8841457913534791,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.034148754833076896,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.0243437409055003,Not Reported/ Can not calculate,89.0243902439024,-1.4666251273845767,,,,,,,,1.949509007736739,-1.613612682893987,1.949509007736739,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.07871866295264619,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.0243437409055003,Not Reported/ Can not calculate,74.6341463414634,-1.1039222910657795,,,,,,,,1.8729375697618444,-1.613612682893987,1.8729375697618444,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.102788841308776,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.0243437409055003,Not Reported/ Can not calculate,117.073170731707,-0.9880540295145003,,,,,,,,2.0684573806558504,-1.613612682893987,2.0684573806558504,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.0321514987735417,Not Reported/ Can not calculate,Not Reported/ Can not calculate,532,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.0243437409055003,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-1.4927987772060993,,,,,,,,,-1.613612682893987,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.14,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,,,0.05690485133647256,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.2,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,,,0.3424226808222063,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
1.7811095541401258,0.996815286624203,1.7868,Not Reported/ Can not calculate,2192.9936305732467,2.2,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.25069063327303415,-0.0013853105267667854,0.25207594379980097,3.3410373702954392,0.3424226808222063,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.7389000000000001,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.12,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.24027460747888932,,0.32633586092875144,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
1.47665,0.7,2.1095,Not Reported/ Can not calculate,1470,2.1,33.809999999999995,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.16927756973215663,-0.1549019599857432,0.3241795297178998,3.167317334748176,0.3222192947339193,1.5290451707657688,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
1.677169745222917,1.20063694267515,1.3969,Not Reported/ Can not calculate,3301.7515923566625,2.75,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.2245770194832296,0.07941170213257458,0.14516531735065505,3.518744395962837,0.43933269383026263,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.5234,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3.88,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.18281395125736588,,0.5888317255942073,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
2.4990900000000003,1.1,2.2719,Not Reported/ Can not calculate,4488,4.08,206.25000000000003,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.3977818967025003,0.04139268515822508,0.3563892115442753,3.652052848248105,0.6106601630898799,2.314393957221963,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,0.55196537113168,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1275.5435795564963,2.31091232578827,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,-0.25808816791966677,,3.1056953010779864,0.3637834689976531,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,1.00001103432621,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2770.268780621081,2.77023821290896,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,4.792120545696043e-06,,3.4425219077928357,0.4425171156722902,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,1.0992868672602,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3616.3354271181097,3.28971038845507,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,0.04111103965829079,,3.5582687059267735,0.5171576662684825,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,1.09671586925269,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3886.9076018507862,3.54413363645349,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,0.04009412766702905,,3.5896042168640188,0.5495100891969896,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,0.552710843373494,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1275.516765609821,2.30774695467281,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,-0.2575020151159282,,3.1056861714240354,0.36318818653996365,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,0.808734939759036,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2620.071873348763,3.23971643185024,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,-0.09219379366846196,,3.418313204972657,0.510506998641119,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,1.09789156626506,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3871.2715182212037,3.52609641714524,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,0.040559448949957,,3.5878536323703343,0.5472941834203771,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,0.999999999999999,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3255.524312938407,3.25552431293841,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,-4.339473599489794e-16,,3.5126209430973097,0.5126209430973102,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.595,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.6,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.2027606873931999,,0.2041199826559248,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.344,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.12839926871780646,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.01473684210526,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.44310344827586,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.006353428613981678,,0.15929746443032208,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.24210526315789,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.23620689655172,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.09415840201727595,,0.09209116210486135,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.13473684210526,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.28505747126436,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.0548951555618709,,0.10892255093178335,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.2778947368421,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.12413793103448,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.10649508145038925,,0.05081960216898181,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.27578947368421,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.891379310344827,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.10577901454141943,,-0.04993745046899507,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.848421052631579,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.638505747126436,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.07138856348375712,,-0.1948351893417326,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.663157894736842,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.899999999999999,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.17838305583526617,,-0.045757490560675594,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.48210526315789404,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.595402298850574,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.3168581272849792,,-0.225189492873386,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.785263157894736,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.399999999999999,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.10498477781617943,,-0.39794000867203866,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.20631578947368,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.19310344827586,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.08146101234252189,,0.07667810089381977,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.461052631578947,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.520689655172413,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.3362494947847486,,-0.2834210506057874,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.31188185882671704,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.5060098860334444,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.627004470938896,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.20272936236359193,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.1109497358081502,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.045694410016493096,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.71817910852188,785,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,-0.143767232439729,,,,,,,,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
